pir,ldr_1,ldr_2,temp,hum,mic,led_on,timestamp
1,1,1,25.36,69.01,477,0,1673145672
1,1,1,24.54,72.22,126,0,1669433058
0,1,1,24.75,42.16,0,1,1659659437
1,0,1,24.18,71.8,334,0,1679660799
1,0,1,28.78,33.18,166,0,1665850255
1,1,1,26.15,52.69,167,0,1664246713
1,0,1,26.04,63.6,484,0,1672949856
0,1,1,27.71,28.42,36,0,1663041707
0,0,1,26.15,56.39,1882,0,1680359760
0,1,1,24.83,48.41,6,0,1660891346
1,0,1,24.34,78.23,232,0,1671398795
1,1,1,25.71,70.28,176,1,1671074286
1,1,1,24.55,72.19,176,1,1668553963
1,0,1,25.17,72.26,4095,0,1673001513
1,1,1,24.92,76.36,336,0,1673754080
1,0,1,24.01,38.35,10,0,1660247091
0,0,1,27.65,50.25,100,0,1667068715
1,0,1,25.85,54.69,141,0,1668964549
1,1,1,24.71,65.8,578,0,1668147638
0,0,1,23.57,45.7,16,0,1661262103
0,0,1,29.09,38.05,239,0,1666352087
0,0,1,25.33,69.13,163,0,1671016449
1,1,1,25.64,66.93,267,0,1675733030
1,1,1,25.35,63.71,4006,0,1674461202
1,0,1,23.5,75.27,370,0,1679567799
1,0,1,25.79,42.12,13,0,1662468572
0,0,1,28.41,43.67,241,0,1666453559
1,1,1,27.49,44.22,64,0,1663386553
1,0,1,27.93,53.96,93,0,1667244972
1,0,1,26.7,57.47,528,0,1674324813
1,1,1,25.9,68.48,176,1,1672356124
1,1,1,24.73,71.85,130,0,1669333879
1,0,1,26.44,33.32,11,0,1659986353
1,1,1,25.74,62.45,132,1,1669159238
1,1,1,25.45,62.64,825,0,1668063729
0,0,1,26.09,62.79,176,0,1668087445
1,0,1,26.17,60.91,187,0,1664116093
0,1,1,25.88,58.76,180,1,1664054786
0,0,1,27.64,35.55,79,0,1663155252
1,1,1,26.89,63.84,291,0,1676107706
1,0,1,26.07,65.19,400,0,1672772628
1,1,1,24.88,73.07,138,0,1678985643
0,0,1,28.24,23.23,38,0,1663089672
0,1,1,26.1,54.56,86,0,1665389660
0,1,1,24.57,65.92,1152,0,1680656084
1,0,1,26.58,55.56,122,0,1665166753
0,1,1,25.88,54.58,176,0,1664264329
1,1,1,24.56,65.89,1165,0,1680657299
1,0,1,25.13,67.02,80,0,1668261979
1,1,1,26.08,66.74,313,0,1677910536
0,0,1,28.51,34.25,58,0,1663356217
0,0,1,25.06,67.41,192,0,1670354820
0,1,1,23.71,40.45,4,0,1660342929
1,0,1,24.91,42.41,0,0,1659460543
1,0,1,25.37,64.07,138,0,1669485378
1,1,1,26.56,62.27,318,0,1676828003
0,0,1,24.97,42.52,23,0,1661773087
1,0,1,25.68,70.05,306,0,1672608570
1,1,1,25.79,65.13,4026,0,1674450232
1,1,1,26.47,60.7,209,1,1664331116
1,0,1,25.48,66.44,402,0,1673433435
0,1,1,26.88,51.97,84,1,1665353835
1,1,1,25.5,68.66,170,0,1678831013
1,1,1,24.92,70.08,231,0,1673847959
1,1,0,25.86,51.41,99,0,1665198919
1,0,1,26.05,59.78,1003,0,1673374866
1,1,1,24.22,75.88,255,1,1679624924
0,0,1,24.34,36.23,11,0,1662152345
1,0,1,26.84,48.25,112,0,1665064703
1,1,1,25.41,69.15,1178,1,1680822468
1,0,1,25.32,67.68,588,0,1673184676
1,0,1,25.15,44.01,12,0,1660921688
1,1,1,24.39,69.53,143,0,1679303131
1,1,1,24.99,70.91,175,1,1672281790
0,0,1,25.27,73.33,1155,0,1680969431
1,1,1,25.3,65.48,99,0,1668740661
0,1,1,26.19,59.48,208,0,1664334759
1,1,1,26.8,51.23,161,1,1663625597
1,0,1,26.51,39.75,4095,0,1660067594
1,0,1,24.63,60.0,278,0,1679682055
0,1,1,23.71,40.35,7,0,1660342322
1,0,1,25.96,59.55,139,0,1668184132
1,1,1,25.36,66.99,563,0,1672893206
1,1,1,24.73,71.06,176,0,1669619840
1,1,1,25.13,68.3,294,1,1673825996
1,1,1,25.17,70.94,166,1,1670118723
0,0,1,25.16,69.94,188,0,1670244067
0,0,1,24.43,42.2,19,0,1661592202
1,1,1,24.15,71.63,1370,0,1673680880
0,1,1,27.17,55.95,80,0,1667204236
1,0,1,25.92,61.75,150,0,1669224331
1,1,1,24.29,77.89,214,0,1671403669
1,0,1,25.04,65.4,109,0,1668760732
1,1,1,25.85,68.41,271,1,1675728787
0,0,1,27.53,34.41,119,0,1665653415
1,1,1,26.05,72.25,4095,0,1681873329
1,1,1,26.85,62.52,319,0,1676794034
1,0,1,25.99,65.74,3867,0,1674248440
0,1,1,25.8,64.24,176,1,1663971610
0,1,1,27.09,56.53,150,0,1663821060
1,1,1,24.31,72.59,123,0,1679377775
1,1,1,26.49,66.43,306,1,1678236233
1,1,1,24.45,64.99,135,0,1679256395
1,1,1,25.67,67.55,1189,0,1681983296
0,0,1,24.13,42.55,16,0,1661179540
1,0,1,25.51,72.87,1164,0,1681651643
0,1,1,24.17,76.16,322,0,1671320893
0,1,1,24.58,65.36,1122,0,1680650620
1,0,1,24.83,36.84,25,0,1660580159
0,0,1,25.93,59.28,158,0,1664445873
0,0,1,25.96,59.34,3122,0,1680350661
0,0,1,27.52,25.93,41,0,1663076313
1,0,1,26.58,40.37,247,0,1664291055
1,1,1,26.29,68.82,301,0,1677399195
1,0,1,25.88,70.62,1202,0,1681932278
1,1,1,26.5,58.31,305,0,1678085785
1,0,1,27.5,47.75,1140,0,1664827181
0,0,1,25.31,70.39,1187,0,1681148610
1,0,1,23.77,75.37,247,0,1671442636
1,0,1,22.61,64.37,3413,0,1667646018
1,1,1,27.09,59.0,292,0,1675964607
0,1,1,29.02,32.01,181,0,1666127887
1,0,1,25.4,58.2,111,0,1668865389
1,1,1,24.86,71.36,129,1,1669507881
1,1,1,28.07,60.49,341,1,1676561857
0,1,1,25.86,55.09,1155,0,1680158778
1,1,1,25.03,72.73,1169,0,1681104847
1,1,1,24.11,71.56,131,0,1679196296
0,1,1,25.12,76.02,1163,0,1681358786
1,1,1,25.89,66.65,139,1,1678304352
1,0,1,24.77,74.45,1162,0,1681475941
1,1,1,27.08,63.39,304,0,1677459850
1,1,1,25.4,74.43,1829,1,1681079958
0,1,1,24.83,45.78,13,0,1660965970
1,1,1,26.35,65.11,259,0,1676807985
0,0,1,23.98,69.2,2875,0,1682364008
1,1,1,24.42,72.5,99,1,1668638492
0,1,0,23.35,41.51,3,0,1660281043
1,0,0,25.02,73.09,254,0,1671215522
0,1,1,25.55,44.68,12,1,1660951416
1,1,1,25.04,69.45,2047,1,1673062522
1,1,1,24.83,66.52,3922,0,1669080158
1,1,1,26.02,61.82,433,0,1674357107
0,0,1,24.68,70.37,2863,0,1682184171
1,1,1,25.7,65.1,385,0,1677046908
1,0,1,24.03,38.77,16,0,1661438705
1,1,1,24.47,65.76,3728,0,1668143989
0,1,1,25.82,67.34,1173,0,1681971749
1,1,1,24.55,72.43,116,1,1679354717
1,1,1,24.72,37.83,16,1,1660610495
0,0,1,27.45,52.71,197,0,1664629252
1,1,1,25.07,71.19,177,1,1669596707
1,1,1,25.42,65.57,4095,0,1674374180
1,0,1,24.92,74.95,191,0,1672060609
0,1,1,23.95,69.83,2182,0,1682409563
0,0,1,25.11,66.23,164,0,1669297322
0,1,1,26.25,32.96,23,0,1662878380
1,1,1,24.62,65.26,4095,0,1673335867
1,0,1,25.04,41.53,0,0,1659558197
1,1,1,26.5,58.86,1987,1,1679952870
0,0,1,24.44,43.66,1,0,1660649326
1,1,1,24.07,70.35,0,0,1682311136
1,1,1,26.51,28.64,36,1,1662865633
1,1,1,25.86,66.94,1203,0,1681966887
0,0,1,28.56,41.25,194,0,1664569140
1,0,1,25.18,63.04,4091,0,1668934125
0,1,0,24.71,46.34,0,0,1659494522
1,0,1,25.52,68.12,242,0,1671132723
1,1,1,28.34,59.29,336,1,1676670982
1,1,1,26.62,64.26,288,0,1676031920
1,1,1,24.93,71.79,150,0,1668494333
1,0,1,24.66,62.58,4095,1,1682089407
1,1,1,26.85,60.44,313,0,1676780081
0,0,1,28.07,44.92,100,0,1666900314
0,1,1,27.8,29.82,203,0,1666064686
1,1,1,27.98,24.67,54,0,1663116376
0,0,1,28.01,40.16,81,0,1663428444
1,1,1,27.51,53.92,215,0,1664686957
1,1,1,27.2,62.57,1183,0,1676084662
1,1,1,27.02,58.79,283,0,1676195579
1,1,1,27.99,56.44,305,1,1676328943
0,1,1,26.84,54.54,245,0,1664785330
0,1,1,25.68,74.07,960,1,1681605484
1,1,1,25.94,67.78,137,0,1670982967
0,0,1,23.99,68.94,0,0,1682276518
1,1,1,23.66,76.65,246,0,1679552622
1,1,0,23.52,41.96,0,0,1660275583
1,0,1,26.88,60.79,162,0,1663862957
1,0,1,27.37,37.88,196,0,1664398526
0,1,1,27.44,53.21,213,0,1664680277
0,0,1,26.2,61.15,1166,0,1680441700
0,0,1,24.9,66.21,90,0,1667908070
0,0,1,25.92,61.04,206,0,1664131882
1,1,1,27.78,56.5,454,1,1676317429
1,0,0,28.8,43.69,384,0,1664557600
0,0,1,28.22,38.44,85,0,1663430872
1,1,1,26.79,63.86,278,0,1675936728
1,0,1,24.02,69.07,0,0,1682433873
1,1,1,25.88,52.23,166,1,1668035774
0,1,1,26.51,54.08,116,0,1666854118
1,0,1,27.87,53.99,193,0,1663788898
1,0,1,24.2,74.4,4095,0,1671289808
0,1,1,24.67,72.55,173,0,1670387084
1,1,1,27.77,63.77,431,1,1676255577
1,0,1,24.34,69.88,387,0,1671720247
0,0,1,23.52,42.54,16,0,1661248148
1,1,1,26.4,61.84,182,1,1666562355
1,1,1,24.4,69.19,128,1,1669336313
1,1,1,24.6,75.67,132,0,1679054960
1,1,1,26.38,58.93,282,1,1675883394
0,0,1,24.36,73.36,1152,0,1681035010
0,1,1,24.74,64.53,54,0,1679721480
1,1,1,26.85,61.85,282,0,1675923995
1,1,1,24.78,73.56,173,0,1671863959
0,1,1,26.71,54.33,144,0,1664427652
0,1,1,26.9,52.32,87,0,1665353225
0,1,0,23.7,35.57,25,0,1662099543
1,1,1,26.89,61.74,304,1,1677719488
1,0,1,24.17,70.01,0,0,1682447243
1,1,1,23.53,41.99,9,0,1660364154
0,1,1,27.67,52.46,208,0,1664598881
1,0,1,27.63,48.63,206,0,1663533948
1,1,1,25.1,75.6,1182,1,1681353320
1,0,1,25.12,72.87,1211,1,1681133423
1,0,1,28.61,35.63,70,0,1665586541
1,0,1,25.55,71.15,189,0,1671098635
1,1,0,22.89,64.72,3494,0,1667617442
0,1,1,25.52,46.76,3,0,1660024536
0,0,0,26.41,67.64,222,0,1670003745
1,1,1,27.48,45.87,66,0,1663399300
1,0,1,23.6,77.6,335,0,1679485799
1,0,1,27.7,25.86,47,0,1662920876
1,1,1,25.36,36.28,2,0,1660794297
1,1,1,27.07,61.18,284,1,1676075568
1,1,1,26.57,54.1,81,1,1665177076
0,1,1,23.93,69.79,0,0,1682318428
1,1,1,24.24,71.94,128,1,1679155640
1,1,1,27.23,56.3,348,1,1674084144
1,1,1,27.43,58.83,299,0,1676177385
1,0,1,25.57,62.97,152,0,1671026188
0,0,1,24.9,39.33,33,0,1662630697
1,1,1,25.58,68.64,123,1,1678497688
0,0,1,28.79,30.24,3552,0,1666109653
1,1,1,25.43,69.28,1152,1,1680829754
1,1,1,25.11,67.12,113,0,1678868245
0,0,1,25.49,74.23,0,1,1681824758
0,1,1,26.96,52.2,114,0,1664946833
1,1,1,26.09,40.42,30,1,1662586980
1,1,1,25.54,69.05,134,1,1678583698
1,0,1,24.29,66.28,531,0,1679665656
1,0,0,26.03,69.81,240,1,1671986333
1,1,1,24.48,74.03,144,1,1668645783
1,1,1,27.61,53.96,210,0,1664685135
1,1,1,25.45,70.12,147,1,1678371256
0,0,1,25.27,47.28,12,0,1660045155
1,1,1,25.48,37.71,8,1,1661730012
1,1,1,24.28,74.17,541,0,1668572804
1,1,1,24.14,75.95,1281,1,1671670328
1,0,1,25.16,73.87,1743,0,1681070854
1,1,1,25.23,39.51,1,1,1659829208
1,1,1,24.84,41.0,12,1,1660515192
1,1,1,24.03,76.31,213,1,1671417681
1,1,1,27.21,62.99,290,1,1675987657
1,1,1,24.23,33.92,16,1,1662074063
1,0,1,26.47,68.13,322,0,1677783193
1,0,1,28.32,33.08,102,0,1665520923
1,1,0,23.47,42.14,16,0,1660276796
0,0,1,25.37,71.04,1157,0,1681144358
0,0,1,25.47,74.32,1161,0,1681228775
1,1,1,24.07,72.4,256,0,1679605448
1,1,1,26.2,65.38,310,1,1677895990
1,1,1,25.74,63.29,3967,0,1673933418
1,1,1,25.57,72.24,918,1,1673224956
1,1,1,26.53,62.43,302,0,1676953509
1,1,1,25.93,65.62,336,1,1674252705
0,0,1,25.96,61.1,187,0,1664128845
0,1,1,26.35,54.92,102,0,1665032508
0,0,1,25.08,39.98,4095,0,1660829480
0,0,1,23.64,66.81,2191,0,1667476563
1,0,1,24.2,73.07,142,0,1669469559
1,0,1,26.32,63.82,154,0,1670946441
0,0,1,27.38,57.35,129,0,1664983902
1,1,1,25.97,71.63,0,0,1681876975
1,1,1,24.29,68.69,127,0,1669360654
1,0,1,26.79,24.97,33,0,1662830440
1,0,1,25.9,42.43,16,0,1662463715
1,0,1,24.83,72.33,1168,0,1680779346
1,0,1,25.16,75.09,1162,0,1681561769
1,1,1,27.99,57.8,295,0,1676353808
1,0,1,25.42,75.05,197,0,1671994248
0,0,1,29.73,33.22,272,0,1666362418
1,1,1,24.61,70.79,192,0,1671166206
1,0,1,24.85,68.49,140,0,1669390463
0,1,1,25.73,71.71,1136,1,1681677756
1,1,1,25.95,52.58,85,0,1665203171
1,0,1,28.63,26.79,110,1,1663195920
1,1,1,27.17,61.26,281,1,1675973099
1,1,1,25.64,71.81,1166,0,1681798671
0,1,1,24.61,72.56,171,0,1670390128
0,0,1,28.38,45.55,213,0,1664652954
1,1,1,25.72,63.42,240,0,1673932803
1,1,1,24.44,72.23,115,0,1669428800
0,1,1,27.19,51.59,104,1,1666822518
1,1,1,26.69,57.45,3900,0,1674172665
1,1,1,25.15,69.45,383,1,1670216072
1,1,1,25.58,70.91,304,1,1677092989
0,1,1,24.21,40.18,14,1,1661378011
1,0,1,26.84,27.78,44,1,1662845008
1,0,1,26.6,59.96,179,0,1663754286
0,1,1,25.6,72.73,1198,0,1681802311
0,1,1,26.07,65.45,80,0,1667289946
0,1,1,27.49,45.59,67,0,1663398085
1,1,1,27.15,51.17,119,1,1666821910
0,0,1,28.16,38.44,157,0,1665841748
1,0,1,23.72,43.77,16,0,1661271206
1,1,1,28.45,33.03,71,0,1663211708
1,1,1,25.9,32.07,32,1,1662780042
1,0,1,28.85,31.04,162,0,1665849647
0,0,1,27.34,53.68,133,0,1664993633
1,0,1,25.92,46.36,17,0,1662560855
1,0,1,26.78,65.42,165,0,1671049927
1,0,1,29.34,35.02,143,0,1666211125
1,0,1,26.44,64.55,398,0,1677771664
1,0,1,25.99,66.09,379,0,1673446838
1,0,1,22.69,60.63,3271,0,1667571861
0,0,1,26.02,58.32,189,0,1664046288
0,1,1,26.81,55.92,98,0,1666933738
0,1,1,25.75,43.89,0,1,1660008169
0,0,1,24.67,52.71,10,0,1660123387
1,1,1,25.74,70.86,302,1,1677296709
1,1,1,27.06,63.39,305,1,1677722517
1,1,1,27.99,57.49,303,0,1676351382
1,0,1,25.65,62.9,194,0,1664104554
0,0,1,25.97,32.93,0,0,1660851930
1,0,1,25.2,67.95,176,0,1670186904
1,1,1,26.19,71.12,80,0,1667337375
1,0,1,24.96,69.73,182,0,1671795123
1,0,1,22.95,37.73,8,0,1660308958
1,1,1,26.36,67.14,324,1,1677791681
0,0,1,25.05,72.1,1181,0,1681212373
1,0,1,26.12,61.76,254,0,1673904726
0,0,1,26.58,58.98,150,0,1667131910
1,0,1,26.11,55.74,282,0,1675801542
1,1,1,25.79,68.6,304,0,1678297305
1,1,1,26.21,58.49,1153,1,1680230442
1,1,1,24.8,40.7,7,0,1661660791
1,0,1,25.99,65.73,3312,0,1674248436
0,1,1,24.86,38.82,30,0,1661638357
1,1,1,25.35,71.75,3996,0,1673560202
1,1,1,25.61,68.04,133,1,1678479922
1,1,1,24.73,64.84,278,0,1669069199
1,0,1,23.83,81.4,479,0,1679586020
1,1,1,26.31,68.17,302,0,1677386454
1,0,1,24.25,61.86,3851,0,1667814419
1,1,1,27.86,48.7,65,1,1663371992
1,1,1,26.46,59.24,1146,0,1680142986
0,0,1,25.72,68.33,1227,0,1681986942
0,1,1,25.36,75.25,1172,0,1680905653
1,1,1,24.6,71.35,322,1,1673582741
1,0,1,27.37,45.74,67,0,1663334356
1,0,1,27.81,55.11,194,0,1663791935
1,1,1,24.91,73.88,176,0,1669613755
0,0,1,25.58,37.82,36,0,1662809784
1,0,0,27.31,50.03,265,0,1671734859
1,0,1,27.51,53.91,215,0,1664728876
1,0,1,26.82,30.27,39,0,1662983415
1,1,1,27.88,57.29,91,0,1667248012
0,0,1,25.03,38.15,25,0,1661621359
1,0,1,26.76,58.81,215,0,1664876990
1,1,1,25.5,67.62,305,1,1677108133
1,0,1,25.23,70.72,1168,0,1681575740
1,1,1,24.23,59.78,96,1,1667790098
1,1,1,24.61,71.93,226,0,1672202636
1,1,1,27.08,47.59,193,1,1664762885
0,1,1,24.91,72.29,1168,0,1681101202
0,0,1,24.75,70.11,225,0,1671186903
1,1,1,27.22,42.63,99,1,1665104784
1,1,1,24.42,75.13,4095,1,1671316633
0,0,1,25.13,39.7,16,0,1660831300
0,0,1,24.03,48.38,15,0,1660901658
1,1,1,25.73,71.39,118,1,1678730915
0,1,1,25.76,60.06,3344,0,1666652935
1,0,1,25.75,56.09,102,0,1665228687
1,0,1,24.15,68.53,689,0,1682452106
1,1,1,24.59,74.33,186,0,1672093498
0,1,1,27.15,43.6,89,0,1665455901
1,1,1,25.66,70.01,482,0,1672980182
1,0,1,24.54,71.75,252,0,1671460902
0,1,1,26.87,53.78,77,1,1667085726
0,1,1,25.03,75.24,1161,0,1681538685
1,1,1,25.58,68.54,124,0,1678507986
1,1,1,28.04,58.18,331,0,1676619457
1,1,1,24.88,61.14,208,1,1669847386
1,0,1,22.61,61.62,3343,0,1667574901
0,1,1,24.9,69.87,109,0,1669277246
0,0,1,28.5,24.81,89,0,1663164964
0,0,1,25.37,74.65,1175,0,1680883183
1,1,1,25.87,59.3,1152,1,1680478144
1,1,1,26.47,62.32,306,0,1676950475
1,1,1,25.27,63.86,94,1,1668735795
1,1,1,25.46,66.19,157,1,1670715099
1,0,1,27.43,49.53,131,0,1666883293
1,1,1,27.16,50.67,158,1,1666483330
0,1,1,24.19,40.11,13,1,1661131611
0,1,1,24.58,40.45,0,0,1659763101
1,1,1,25.58,62.77,404,0,1673301127
1,1,1,25.9,62.41,1783,1,1674360765
1,1,1,27.77,55.01,309,0,1676459986
1,1,1,25.41,69.01,299,0,1677222135
1,1,1,24.56,62.26,82,1,1667773699
1,0,1,24.86,70.94,114,0,1669289413
1,1,1,24.42,42.72,0,0,1659672165
1,1,1,25.52,69.75,149,0,1678856851
0,0,1,22.86,41.47,12,0,1660301679
0,0,1,23.42,41.93,4095,0,1661334307
0,1,1,18.48,74.48,1702,0,1681064780
1,0,0,24.69,57.0,3354,0,1667670341
1,0,1,26.31,71.77,176,0,1670612247
0,0,1,24.71,70.46,2202,0,1682185386
1,1,1,28.34,53.2,330,1,1676504245
0,1,1,27.63,30.26,87,0,1665636396
1,1,1,27.17,56.11,149,0,1663813773
1,1,1,26.97,64.19,304,0,1677496859
1,1,1,27.07,56.58,146,0,1663819846
1,0,1,25.31,74.66,487,0,1668537541
1,0,1,25.22,67.55,208,0,1669119672
0,1,1,24.25,38.46,14,0,1662163879
1,1,1,24.94,67.07,132,1,1668984642
1,1,1,25.92,67.87,304,0,1677821996
1,0,1,22.76,65.95,3407,0,1667652098
0,1,1,25.84,72.63,1172,1,1681784111
1,1,1,24.0,77.65,126,1,1679448766
1,1,0,24.73,66.19,148,0,1669004716
1,1,1,25.35,71.31,305,0,1677159677
0,0,1,26.71,64.42,177,0,1670606770
0,0,1,26.22,56.26,99,0,1665327711
0,1,1,24.13,41.02,9,0,1661134644
1,0,1,25.59,63.99,423,0,1674392488
0,1,1,26.24,32.27,34,0,1662877166
1,0,1,27.5,59.44,324,0,1677605458
0,0,1,27.45,48.28,70,0,1663412050
0,1,1,26.45,59.33,0,1,1680317915
0,0,1,23.7,35.12,17,0,1662286460
0,1,1,23.87,40.27,10,0,1661210491
1,0,1,25.69,63.99,263,0,1671478558
1,0,1,27.67,42.49,155,0,1664478670
0,1,1,24.99,38.57,16,1,1660691812
1,1,1,24.82,63.86,185,1,1669855286
0,1,1,26.33,64.36,1174,0,1680074932
0,1,1,26.36,54.31,111,0,1666851687
1,0,1,25.7,61.32,1140,0,1680459927
0,1,1,26.01,55.11,1146,0,1680155134
1,1,1,26.33,61.11,304,0,1677734040
1,1,1,26.91,48.86,205,1,1664766528
1,0,1,25.67,64.74,4016,0,1674509404
1,0,1,26.83,71.92,272,0,1673810762
0,1,1,26.55,59.31,1141,0,1680418621
1,0,1,27.45,50.93,144,0,1664905543
1,0,1,24.08,40.11,9,0,1660561354
1,0,1,24.99,67.72,610,0,1673100287
1,0,1,26.49,70.74,323,0,1677776518
0,0,1,24.73,72.77,308,0,1669550457
0,0,1,26.86,55.44,184,0,1664539376
0,1,1,28.31,32.37,144,0,1665788294
1,0,0,28.15,43.18,129,0,1668881817
1,0,1,23.69,40.83,18,0,1662206378
1,1,1,25.3,67.16,415,0,1672891378
1,1,1,25.17,75.91,1162,0,1681001001
0,1,1,25.85,66.78,1186,0,1681964456
0,1,1,25.17,67.76,398,0,1673167617
1,0,1,27.35,50.65,229,0,1664733130
1,1,1,26.93,60.95,283,1,1675917317
0,0,1,27.06,55.91,222,0,1664711252
1,1,1,25.28,66.25,222,1,1671753127
1,1,1,26.56,60.46,299,0,1676849839
0,1,1,24.78,71.08,173,0,1669964189
0,1,1,24.82,63.66,182,1,1669854071
1,1,1,25.64,68.81,128,1,1678382755
0,0,0,28.13,47.38,173,0,1667153795
1,1,1,26.68,62.39,1137,1,1679967430
1,1,1,25.79,66.07,400,0,1673405409
1,1,1,24.75,77.43,119,0,1679040389
1,1,1,26.47,64.36,304,0,1678224713
1,1,1,26.43,62.89,301,0,1676912286
1,1,1,24.96,72.3,252,0,1671494386
0,0,1,24.21,37.94,25,0,1661184396
0,0,0,30.07,26.8,207,0,1666115122
0,1,1,27.07,39.11,93,1,1665447398
0,1,1,27.76,33.22,94,0,1665557377
1,0,1,25.42,65.9,1230,0,1672843864
1,1,1,25.79,71.75,183,1,1671070631
0,1,1,25.52,74.14,1168,0,1681713570
0,1,1,28.19,34.96,176,0,1666161293
1,1,1,23.8,76.12,209,0,1671426809
1,1,1,25.09,40.51,16,1,1660698481
1,0,1,26.22,67.05,334,0,1677872961
0,0,1,24.65,70.23,226,0,1671182641
1,1,1,25.25,68.66,322,0,1677256111
1,0,1,24.73,73.73,282,0,1672086190
0,1,1,25.2,76.24,1149,0,1681007675
1,1,1,27.79,58.01,316,0,1676713419
1,1,1,24.99,39.21,14,1,1660696659
1,0,0,29.49,30.0,179,0,1665769463
1,0,0,26.99,63.05,240,0,1670005571
1,0,1,24.45,71.4,363,0,1673705258
1,0,1,23.52,32.56,6,0,1660231927
0,1,1,25.36,67.63,1158,1,1680818220
1,1,1,27.0,64.44,278,0,1676001603
1,1,1,25.98,62.87,300,0,1677000215
1,1,1,26.07,60.94,339,0,1674196480
0,0,1,25.19,62.21,1118,0,1680542512
0,1,1,23.59,41.59,8,0,1660348387
1,0,1,26.32,61.26,1157,0,1680101671
1,1,1,25.85,66.11,329,0,1674271617
0,1,1,25.67,59.25,173,0,1664083907
0,0,1,24.86,41.01,0,0,1659459330
1,0,1,26.29,65.94,149,0,1670950094
1,1,1,28.5,59.2,341,1,1676595202
1,0,1,25.81,33.71,38,0,1662736959
1,1,1,26.86,49.52,193,0,1664769561
1,1,1,26.93,60.95,289,1,1675910653
1,1,1,26.08,60.79,294,0,1674030441
1,0,1,25.3,65.98,171,0,1669058858
1,1,1,28.47,58.97,340,1,1676592174
1,0,1,25.4,64.96,1279,0,1674384551
0,0,1,24.17,30.4,16,0,1662061928
0,1,1,27.91,34.41,181,0,1666166155
1,1,1,25.47,72.68,301,0,1677328250
1,0,1,28.03,23.83,43,0,1663086636
0,1,1,23.95,70.44,143,0,1667376258
0,0,1,24.62,69.2,175,0,1670663356
1,1,1,26.41,62.13,195,1,1666565394
1,0,1,25.11,67.56,210,0,1669116022
1,1,1,25.8,32.21,23,1,1662775799
0,1,0,24.33,47.7,17,1,1660441796
1,0,1,24.84,73.78,191,0,1672485225
1,0,1,24.5,62.65,53,0,1679750022
1,0,1,25.3,62.04,161,0,1670841671
1,1,1,25.54,68.92,117,0,1678837462
1,0,1,26.49,62.0,132,0,1669136102
1,0,1,26.24,57.33,443,0,1674319200
1,0,1,24.97,74.97,208,0,1672061827
1,1,1,28.15,43.94,192,1,1664577636
0,0,1,26.3,57.12,1154,0,1680122352
1,1,1,24.7,71.52,240,0,1671498045
0,1,1,25.68,33.99,23,0,1662790360
1,0,1,25.56,63.84,154,0,1668973083
0,1,1,26.55,52.13,169,1,1663641361
1,0,1,27.93,36.35,97,0,1665578642
0,0,1,28.41,29.24,151,0,1666039789
0,1,1,24.62,65.41,1153,0,1680648791
0,0,1,27.8,35.28,195,0,1666017913
1,1,1,25.42,64.78,129,0,1668410332
1,1,1,24.43,64.99,130,0,1679257002
1,1,1,25.74,62.94,173,0,1663905432
1,1,1,26.14,67.38,304,1,1677366444
0,0,1,24.21,46.63,0,0,1659528477
1,0,1,27.59,57.49,187,0,1663782827
1,0,1,26.09,67.86,325,0,1671907204
1,0,1,27.12,60.95,163,0,1666547153
1,1,1,25.39,67.75,117,1,1669238320
1,1,1,25.39,77.26,281,1,1672526904
1,0,1,28.44,24.12,39,0,1663007698
1,0,1,25.22,41.82,16,0,1661977580
0,0,1,25.02,58.65,1145,0,1680524280
1,0,1,24.58,63.64,359,0,1679688127
1,1,1,25.53,69.73,301,0,1677199675
1,0,1,25.25,77.14,1168,0,1681327224
1,1,1,25.87,64.3,176,1,1664151299
1,0,1,25.68,64.13,237,0,1675851868
0,0,0,29.04,45.23,366,0,1666372749
0,1,1,24.34,31.07,15,0,1662270678
0,0,1,25.13,70.75,4095,0,1670361515
0,1,1,26.39,54.44,165,0,1663649257
0,1,1,26.33,55.43,176,0,1666514937
0,0,1,27.58,27.93,80,0,1663158894
1,1,1,24.68,26.93,17,1,1662251268
1,1,1,26.71,64.51,310,1,1676934715
1,0,1,26.03,57.39,191,1,1668028489
1,1,1,26.95,61.57,297,0,1677660053
1,0,1,24.78,70.7,907,0,1682167154
0,1,1,26.72,56.49,91,0,1666937993
1,0,1,25.1,69.69,269,0,1671482819
0,0,1,24.98,76.17,1145,0,1681391572
0,0,1,26.32,63.15,176,1,1663876321
0,1,1,26.14,58.1,82,0,1665294908
0,0,1,25.58,72.7,1153,0,1680873476
0,0,1,24.6,41.95,15,0,1660573487
1,1,1,25.57,67.64,352,1,1673477914
1,0,1,26.26,64.33,432,0,1673722950
1,0,1,26.42,59.59,3863,0,1673111903
0,1,1,25.01,39.17,17,0,1661757913
1,1,1,23.94,77.49,127,0,1679449980
0,0,1,25.85,32.98,19,0,1662815855
0,0,1,24.17,42.75,16,0,1661178933
1,1,1,25.8,64.69,4006,0,1673399310
0,1,1,24.29,44.72,0,0,1659775835
0,0,1,27.96,24.02,46,0,1663083601
0,1,1,24.86,71.1,183,0,1669951411
1,1,1,23.8,76.69,257,1,1679525260
0,0,0,29.39,29.35,189,0,1665941975
1,0,1,22.71,63.18,3344,0,1667565780
